Name	CPU	RAM	GPU	DISK	DISPLAY	Old Price	New Price
"Microsoft Surface Pro 7 Plus (1S4-00011)(i5 1135G7/16GB RAM/256GB SSD/12.3""/Win10/Bạc/LTE)(Bảo hành tại HACOM)"	Intel Core i5 1135G7	16GB	Onboard	256GB SSD	12.3 inch	55549000	49999000
Laptop Asus VivoBook M513UA-EJ033T (R7 5700U/2*4GB RAM/512GB SSD/15.6 FHD/Win 10/Bạc)	AMD R7 5700U	8GB (Nâng cấp thay thé)	Onboard	512GB SSD (Có slot gắn ổ 2,5)	15.6 inch FHD	19189000	18989000
Laptop HP ProBook 430 G8 (2Z6E9PA) (i5 1135G7/4GB RAM/256GB SSD /13.3 FHD/FP/DOS/Bạc)	Intel Core i5 1135G7	4GB (còn 1 khe ram trống)	Onboard	256GB SSD(không còn khe trống, nâng cấp thay thế)	13.3 inch FHD	19699000	18689000
Laptop Asus ZenBook UX482EG-KA166T (i5 1135G7/8GB RAM/512B SSD/14 FHD Cảm ứng/MX450 2Gb/Win10/Bút/Túi/Xanh)	Intel Core i5 1135G7	8GB	NVIDIA MX450 2Gb	512GB SSD	14 inch FHD Cảm ứng	35349000	34849000
Laptop Asus ZenBook UX482EG-KA099T (i7 1165G7/16GB RAM/1TB SSD/14 FHD Cảm ứng/MX450 2Gb/Win10/Bút/Túi/Xanh)	Intel Core i7 1165G7	16GB	NVIDIA MX450 2Gb	1TB SSD	14 inch FHD Cảm ứng	42419000	41999000
Laptop HP ProBook 430 G8 (2H0N8PA) (i5 1135G7/8GB RAM/256GB SSD /13.3 FHD/FP/Win/Bạc)	Intel Core i5 1135G7	8GB	Onboard	256GB SSD(không còn khe trống, nâng cấp thay thế)	13.3 inch FHD	20709000	20199000
Laptop HP ProBook 430 G8 (2H0N7PA) (i5 1135G7/4GB RAM/512GB SSD /13.3 FHD/FP/Win/Bạc)	Intel Core i5 1135G7	4GB (còn 1 khe ram trống)	Onboard	512GB SSD (không còn khe trống, nâng cấp thay thế)	13.3 inch FHD	20909000	19899000
Laptop HP ProBook 440 G8 (2Z6J3PA) (i5 1135G7/8GB RAM/256GB SSD /14 FHD/FP/Dos/Bạc)	Intel Core i5 1135G7	8GB	Onboard	256GB SSD	14 inch FHD	20199000	19399000
Laptop MSI Modern 14 (B4M-290VN) (R3 4300U/8GB RAM/256GB SSD/14.0inch FHD/Win10/Xám)	AMD R3 4300U	8GB	Onboard	256GB SSD	14 inch FHD	None	14139000
Laptop HP EliteBook X360 1030 G8 (3G1C4PA) (Core i7 1165G7/16GB RAM/512GB SSD/13.3 FHD Touch/Win10 Pro/Bút/Bạc)	Intel Core i7 1165G7	16GB	Onboard	512GB SSD	13.3 FHD Touch	49799000	49999000
Laptop HP EliteBook X360 1040 G8 (3G1H4PA) (Core i7 1165G7/16GB RAM/512GB SSD/14 FHD Touch/Win10 Pro/Bút/Bạc)	Intel Core i7 1165G7	16GB	Onboard	512GB SSD	14 FHD Touch	50099000	49999000
Laptop Asus ZenBook UX425EA-KI439T (i7 1165G7/16GB RAM/512GB SSD/14 FHD/Win10/Xám)	Intel Core i7 1165G7	16GB	Onboard	512GB SSD	14 inch FHD	31009000	29999000
Laptop Dell Inspiron 5405 (VK0MC1) (R7 4700U 8GB RAM/512GB SSD/14 inch FHD/Win10/Bạc)	AMD R7 4700U	8GB	Onboard	512GB SSD	14 inch FHD	22719000	22209000
Laptop Asus VivoBook S S533EA-BN293T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win10/Đen)	Intel Core i5 1135G7	8GB	onboard	512GB SSD	15.6 inch FHD	20609000	19999000
Laptop Asus VivoBook S15 S533EQ-BN338T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/MX350 2GB/Win10/Đen)	Intel Core i5 1135G7	8GB	MX350 2GB	512GB SSD	15.6 inch FHD	23199000	22199000
Laptop Gigabyte Gaming G5 (KC-5S11130SH) (i5 10500H /16GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Intel Core i5 10500H	16GB	NVIDIA RTX3060 6G	512GB SSD	15.6 inch FHD 144Hz	33319000	29499000
Laptop Gigabyte Gaming G7 (MD-71S1223SH) (i7 11800H /16GB Ram/512GB SSD/RTX3050Ti 4G/17.3 inch FHD 144Hz/Win 10/Đen) (2021)	Intel Core i7 11800H	16GB	NVIDIA RTX3050Ti 4G	512GB SSD	17.3 inch FHD 144Hz	None	32989000
Laptop Gigabyte Gaming AORUS 15P (XD-73S1224GH) (i7 11800H /16GB Ram/1TB SSD/RTX3070 8G/15.6 inch FHD 240Hz/Win 10/Đen/Balo Aorus) (2021)	Intel Core i7 11800H	16GB	NVIDIA RTX3070 8G	1TB SSD	15.6 inch FHD 240Hz	None	52999000
Laptop Gigabyte Gaming AORUS 15P (KD-72S1223GH) (i7 11800H /16GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 240Hz/Win 10/Đen/Balo Aorus) (2021)	Intel Core i7 11800H	16GB	NVIDIA RTX3060 6G	512GB SSD	15.6 inch FHD 240Hz	None	44699000
Laptop Gigabyte Gaming AERO 15 OLED (YD-73S1624GH) (i7 11800H /16GB Ram/1TB SSD/RTX3080 8G/15.6 inch UHD AMOLED/Win 10/Đen/Balo Aorus) (2021)	Intel Core i7 11800H	16GB	NVIDIA RTX3080 8G	1TB SSD	15.6 inch UHD AMOLED	None	76989000
Laptop Gigabyte Gaming AERO 15 OLED (XD-73S1624GH) (i7 11800H /16GB Ram/1TB SSD/RTX3070 8G/15.6 inch UHD AMOLED/Win 10/Đen/Balo Aorus) (2021)	Intel Core i7 11800H	16GB	NVIDIA RTX3070 8G	1TB SSD	15.6 inch UHD AMOLED	None	59989000
Laptop MSI Gaming GL76 Leopard (11UEK-048VN) (i7 11800H/ 16GB/1TB SSD/RTX3060 6G/17.3 inch FHD 144Hz/win 10) (2021)	Intel Core i7 11800H	16GB	NVIDIA RTX3060 6G	1TB SSD	17.3 inch FHD 144Hz	None	44429000
Laptop MSI Modern 15 (A5M-047VN) (R7 5700U/8GB RAM/512GB SSD/15.6 inch FHD/Win10/Xám) (2021)	AMD R7 5700U	8GB	Onboard	512GB SSD	15.6 inch FHD	20509000	19989000
Laptop MSI Summit E16 Flip (A11UCT-030VN) (i7 1195G7/16GB RAM/1TB SSD/16.0 inch QHD Touch/RTX 3050 4G/Win10/Bút MSI/Đen) (2021)	Intel Core i7 1195G7	16GB	Nvidia RTX 3050 4G	1TB SSD	16.0 inch QHD cảm ứng + bút MSI	47199000	46699000
Laptop HP 15s-fq2558TU (46M26PA) (i7 1165G7/8GB RAM/512GB SSD/15.6 HD/Win10/Bạc)	Intel Core i7 1165G7	8GB	Onboard	512GB SSD	15.6 inch HD	None	19499000
Laptop Dell Latitude 3420 (42LT342001) (i3 1115G4 4GB RAM/256GB SSD/14.0 inch HD/Fedora/Đen) (2021)	Intel Core i3 1115G4	4GB	Onboard	256GB SSD	14.0 inch HD	15139000	14339000
Laptop HP 240 G8 (3D0E3PA) (i5 1135G7/4GB RAM/256GB SSD/14 FHD/Dos/Bạc)	Intel Core i5 1135G7	4GB (còn 1 khe trống)	Onboard	256GB SSD (có slot gắn ổ 2.5)	14.0 inch FHD	16259000	15959000
Laptop Asus D515DA-EJ711T (R3 3250U/4GB RAM/512GB SSD/15.6 FHD/Win 10/Bạc)	AMD R3 3250U	4GB	Onboard	512GB SSD	15.6 inch FHD	12829000	12729000
Laptop Asus ExpertBook B9 B9400CEA-KC0558T (i5 1135G7/8GB RAM/512GB SSD/14 FHD/Win10/Đen/Túi)	Intel Core i5 1135G7	8GB	Onboard	512GB SSD	"14"" FHD"	29289000	28999000
Laptop Asus ExpertBook B9 B9400CEA-KC0593T (i7 1165G7/16GB RAM/1TB SSD/14 FHD/Win10/Đen/Túi)	Intel Core i7 1165G7	16GB	Onboard	1TB SSD	"14"" FHD"	36869000	36499000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-74RD (NH.QD8SV.001) (i7 11800H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Intel core i7 11800H	8GB	NVIDIA RTX3050 4G	512GB SSD	15.6 inch FHD 144Hz	None	27499000
Laptop Lenovo Legion 5-15ACH6 (82JW0038VN) (R7 5800H/8GB RAM/512GB SSD/15.6 FHD 165hz /RTX3050 4G/Win/Xanh)	AMD R7 5800H	8GB	Nvidia RTX3050 4G	512GB SSD	15.6 FHD 165hz	31309000	29999000
Laptop Lenovo Legion 5-15ACH6 (82JW0037VN) (R5 5600H/8GB RAM/512GB SSD/15.6 FHD 165hz/RTX3050 4G/Win/Xanh)	AMD R5 5600H	8GB	Nvidia RTX3050 4G	512GB SSD	15.6 FHD 165hz	29289000	27999000
Laptop Asus X415EA-EB265T (i5 1135G7/4GB RAM/512GB SSD/14 FHD/Win 10/Bạc)	Intel Core i5 1135G7	4GB	Onboard	512GB SSD	14 inch FHD	17379000	17199000
Laptop Lenovo IdeaPad 3 14ALC6 (82KT004DVN) (R7 5700U/2*4GB RAM/512GB SSD/14 FHD/Win10/Xám)	AMD R7 5700U	8GB (2*4GB)	Onboard	512GB SSD	14 inch FHD	17169000	16569000
Laptop Acer Gaming Predator Helios 300 PH315-54-78W5 (NH.QC5SV.001) (i7 11800H/8GB Ram/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Intel Core i7 11800H	8GB	Nvidia RTX3050Ti 4G	512GB SSD	15.6 inch FHD 144Hz	None	33989000
Laptop Asus D415DA-EK482T (R3 3250U/4GB RAM/512GB SSD/14 FHD/Win 10/Bạc)	AMD R3 3250U	4GB (còn 1 khe ram trống)	Onboard	512 GB SSD (nâg cấp thay thế)	14 inch FHD	12999000	12949000
Laptop Asus X415EA-EB266T (i5 1135G7/4GB RAM/512GB SSD/14 FHD/Win 10/Xám)	Intel Core i5 1135G7	4GB	Onboard	512GB SSD	14 inch FHD	17599000	17499000
Laptop Dell Vostro 5410 (V4I5014W) (i5 11300H/8GB RAM/ 512GB SSD/14.0 inch FHD/Win 10/Xám)	Intel Core i5 11300H	8GB (còn trống 1 khe)	Onboard	512GB SSD (không có khe trống, nâng cấp thay thế)	14 inch FHD	22919000	22719000
Laptop HP 15s-fq2561TU (46M29PA) (i5 1135G7/8GB RAM/512GB SSD/15.6 HD/Win10/Bạc)	Intel Core i5 1135G7	8GB	Onboard	512GB SSD	15.6 inch HD	19499000	17599000
Laptop Asus X515EA-EJ1046T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win 10/Bạc)	Intel core i5 1135G7	8GB	Onboard	512GB SSD	15.6 inch FHD	18049000	17999000
Laptop HP 240 G8 (3D3H7PA) (i5 1135G7/8GB RAM/512GB SSD/14 FHD/FP/Win10/Bạc)	Intel Core i5 1135G7	8GB (Còn 1 khe ram trống)	Onboard	512GB SSD (có slot gắn ổ 2.5)	14.0 inch FHD	19999000	19499000
Laptop MSI Modern 14 (B11SB-625VN) (i5-1155G7/8GB RAM/512GBSSD/MX450 2GB/14 inch FHD 72% NTSC/Win 10/Vàng Hồng)	Intel Core i5-1155G7	8GB (update thay thế)	Nvidia MX450 2GB	512GB SSD (Update thay thế)	14.0inch FHD 72% NTSC	23219000	22719000
Laptop MSI Modern 14 (B11MO-294VN) (i7 1165G7/8GB RAM/512GB SSD/14.0inch FHD 72% NTSC/Win10/Xanh)	Intel Core i7 1165G7	8GB (Còn 1 khe trống)	Onboard	512GB SSD (update thay thế)	14.0inch FHD 72% NTSC	22499000	21989000
Laptop Dell Latitude 3520 (70251592) (i5 1135G7 4GB RAM/256GBSSD/15.6 inch FHD/Fedora/Đen) (2021)	Intel Core i5 1135G7	4GB	Onboard	256GB SSD	15.6 inch FHD	19989000	18789000
Laptop Dell Latitude 5420 (70251602) (i5 1145G7 8GB RAM/256GB SSD/14.0 inch FHD/Ubuntu/Đen) (2021)	Intel Core i5 1145G7	8GB	Onboard	256GB SSD	14.0 inch FHD	24989000	24289000
Laptop Asus VivoBook A415EA-EB557T (i3 1115G4/8Gb/256Gb SSD/14 FHD/Win 10/Bạc)	Intel Core i3 1115G4	8GB onboard (không thể nâng cấp)	Onboard	256Gb SSD (không có khe trống, nâng cấp thay thế)	14 inch FHD	15699000	15399000
Laptop Asus VivoBook A415EA-EB558T (i3 1115G4/8Gb/256Gb SSD/14 FHD/Win 10/Vàng)	Intel Core i3 1115G4	8GB	Onboard	256Gb SSD	14 inch FHD	15699000	15399000
Laptop Asus D415DA-EK852T (R3 3250U/4GB RAM/512GB SSD/14 FHD/Win 10/Bạc)	AMD R3 3250U	4GB (còn 1 khe ram trống)	Onboard	512 GB SSD (nâg cấp thay thế)	14 inch FHD	13099000	12999000
Laptop Asus VivoBook TP470EA-EC029T (i5 1135G7/8GB RAM/512GB SSD/14 FHD Touch/Win10/Xoay/Bút/Bạc)	Intel Core i5 1135G7	8GB	Onboard	512GB SSD	14 inch FHD cảm ứng	20099000	19999000
Laptop Asus VivoBook M513IA-EJ735T (R3 4300U/8GB RAM/256GB SSD/15.6 FHD/Win 10/Bạc)	AMD R3 4300U	8GB (Nâng cấp thay thé)	Onboard	256GB SSD (Có slot gắn ổ 2,5)	15.6 inch FHD	15199000	15099000
Laptop Lenovo Legion 5 15ACH6H (82JU00DGVN) (R7 5800H/8GB RAM/512GB SSD/15.6FHD 165Hz/RTX3060 6GB/Win/Trắng)	AMD R7 5800H	8GB	Nvidia RTX3060 6GB	512GB SSD	15.6 FHD 165hz	35999000	34999000
Laptop Lenovo Legion 5 15ACH6H (82JU00EXVN) (R5 5600H/8GB RAM/512GB SSD/15.6FHD 165Hz/RTX3060 6GB/Win/Trắng)	AMD R5 5600H	8GB	Nvidia RTX3060 6GB	512GB SSD	15.6 FHD 165hz	33999000	32999000
Laptop Lenovo IdeaPad 3 14ALC6 (82KT004FVN) (R7 5700U/8GB RAM/512GB SSD/14 FHD/Win10/Vàng)	AMD R7 5700U	8GB (2*4GB)	Onboard	512GB SSD	14 inch FHD	16999000	16899000
Laptop HP 15s-fq2602TU (4B6D3PA) (i5 1135G7/8GB RAM/256GB SSD/15.6 HD/Win10/Bạc)	Intel Core i5 1135G7	8GB	Onboard	256GB SSD	15.6 inch HD	20049000	17499000
Laptop Asus Gaming ROG Strix G513QR-HQ096T (R9 5900HX/16GB RAM/1TB SSD/15.6 WQHD 165hz/RTX 3070 8GB/Win10/Balo/Xám)	AMD R9 5900HX	16GB (8*2)	NVIDIA RTX 3070 8GB	1TB SSD (trống 1 khe M.2 NVMe™)	15.6 inch FHD 165hz	48499000	47999000
Laptop Asus Gaming TUF FX506HCB-HN141T (i7 11800H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win10/Xám)	Intel Core i7 11800H	8GB	NVIDIA RTX 3050 4GB	512GB SSD	15.6 FHD 144hz	28499000	27999000
Laptop Asus Gaming ROG Strix G733QS-K4135T (R9 5900HX/32GB RAM/1TB SSD/17.3 FHD 165hz/RTX 3080 16GB/Win10/Xám/Balo/Chuột)	AMD R9 5900HX	32GB	NVIDIA RTX 3080 16GB	1TB SSD	17.3 FHD 165hz	76999000	75999000
Laptop HP Gaming Omen 16-b0127TX (4Y0W7PA) (i7 11800H/16GB RAM/1TB SSD+32GB/16.1 QHD/RTX 3060 6Gb/Win10/Đen)	Intel Core i7 11800H	16GB	NVIDIA RTX 3060 6Gb	1TB SSD	16.1 QHD	48999000	47999000
Laptop HP Gaming Omen 16-b0123TX (4Y0W6PA) (i7 11800H/32GB RAM/512GB SSD+512GB SSD/16.1 QHD/RTX 3070 8Gb/Win10/Đen)	Intel Core i7 11800H	32GB	NVIDIA RTX 3070 8Gb	1TB SSD	16.1 QHD	61999000	60999000
Laptop HP Gaming VICTUS 16-e0177AX (4R0U9PA) (R5 5600H/8GB RAM/512GB SSD/16.1 FHD 144Hz/GTX 1650 4Gb/Win10/Đen)	AMD R5 5600H	8GB(2*4GB)	NVIDIA GTX 1650 4Gb	512GB SSD	16.1 FHD 144Hz	None	22999000
Laptop HP Gaming VICTUS 16-e0179AX (4R0V0PA) (R5 5600H/8GB RAM/512GB SSD/16.1 FHD 144Hz/RTX 3050Ti 4Gb/Win10/Đen)	AMD R5 5600H	8GB (2*4GB)	NVIDIA RTX 3050Ti 4Gb	512GB SSD	16.1 FHD 144Hz	26499000	25999000
Laptop HP Gaming VICTUS 16-d0200TX (4R0U2PA) (i7 11800H/8GB RAM/512GB SSD/16.1 FHD 144Hz/GTX 1650 4Gb/Win10/Đen)	Intel Core i7 11800H	8GB(2*4GB)	NVIDIA GTX 1650 4Gb	512GB SSD	16.1 FHD 144Hz	28999000	28499000
Laptop HP Gaming VICTUS 16-d0199TX (4R0U1PA) (i7 11800H/8GB RAM/512GB SSD/16.1 FHD 144Hz/RTX 3050 4Gb/Win10/Đen)	Intel Core i7 11800H	8GB(2*4GB)	NVIDIA RTX 3050 4Gb	512GB SSD	16.1 FHD 144Hz	30499000	29999000
Laptop HP Gaming VICTUS 16-d0198TX (4R0U0PA) (i7 11800H/8GB RAM/512GB SSD/16.1 FHD 144Hz/RTX 3050Ti 4Gb/Win10/Đen)	Intel Core i7 11800H	8GB (2*4GB)	NVIDIA RTX 3050Ti 4Gb	512GB SSD	16.1 FHD 144Hz	32499000	30999000
Laptop MSI Creator 17 (B11UG-601VN) (i7 11800H 32GB RAM/1TB SSD/RTX3070 Max Q 8G/17.0 inch UHD 4K/Win 10/Đen) (2021)	Intel Core i7 11800H	32GB	NVIDIA RTX3070 Max Q 8G	1TB SSD	17.0 inch UHD 4K	None	66989000
Laptop HP EliteBook X360 830 G8 (3G1A5PA) (Core i7 1165G7/16GB RAM/1TB SSD/13.3 FHD Touch/Win10 Pro/Bút/Bạc)	Intel Core i7 1165G7	16GB	Onboard	1TB SSD	13.3 FHD Cảm ứng	40999000	40699000
Surface Laptop 4 (R5 4680U/16GB RAM/256GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	AMD R5 4680U	16GB	Onboard	256GB SSD	13.5 inch 2k	41999000	39999000
Surface Laptop 4 (i5 1135G7/8GB RAM/512GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Intel core i5 1135G7	8GB	Onboard	512GB SSD	13.5 inch 2k	41999000	38499000
Surface Laptop 4 (5AI-00040) (i5 1135G7/16GB RAM/512GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Intel core i5 1135G7	16GB	Onboard	512GB SSD	13.5 inch 2k	51999000	49999000
Surface Laptop 4 (i7 1185G7/16GB RAM/512GB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Intel core i7 1185G7	16GB	Onboard	512GB SSD	13.5 inch 2k	62999000	58999000
Surface Laptop 4 (i7 1185G7/32GB RAM/1TB SSD/13.5/Win10/Bạc)(Bảo hành tại HACOM)	Intel core i7 1185G7	32GB	Onboard	1TB SSD	13.5 inch 2k	79999000	76999000
Laptop Asus ExpertBook B1500CEAE-BQ2033T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/Win/Đen)	Intel core i5 1135G7	8GB	Onboard	512GB SSD	15.6 FHD	20399000	19999000
Laptop Acer Gaming Predator Triton 300 (PT315-53-75LQ) (NH.QDQSV.001) (i7 11800H/16GB RAM/512GB SSD/RTX 3060 6G/15.6 inch QHD 165Hz/Win10/Đen) (2021)	Intel core i7 11800H	16GB	Nvidia RTX 3060 6G	512GB SSD	15.6 inch QHD 165Hz	None	43999000
Laptop Acer Gaming Predator Triton 500SE (PT516-51s-733T) (NH.QALSV.001) (i7 11800H/16GB RAM/1TB SSD/RTX 3060 6G/16.0 inch WQXGA 165Hz	Intel core i7 11800H	16GB	Nvidia RTX 3060 6G	1TB SSD	16.0 inch WQXGA 165Hz	None	59989000
Laptop Acer Gaming Predator Triton 500SE (PT516-51s-71RW) (NH.QAKSV.001) (i7 11800H/16GB RAM/1TB SSD/RTX 3080 8G/16.0 inch WQXGA 165Hz 100%sRGB/Win10/Xám) (2021)	Intel core i7 11800H	16GB	Nvidia RTX 3080 8G	1TB SSD	16.0 inch WQXGA 165Hz 100%sRGB	None	84989000
Laptop Dell Gaming G15 5515 (P105F004AGR) (R5 5600H/8GB RAM/ 256GB SSD/RTX3050 4G/15.6 inch FHD 120Hz/Win10/Xám) (2021)	AMD R5 5600H	8GB	NVIDIA RTX3050 4G	256GB SSD	15.6 inch FHD 120Hz	24989000	24689000
Laptop Dell Gaming G15 5511 (P105F006AGR) (i7 11800H/8GB RAM/ 512GB SSD/RTX3050 4G/15.6 inch FHD 120Hz/Win11/OfficeHS21/Xám) (2021)	Intel core i7 11800H	8GB	NVIDIA RTX3050 4G	512GB SSD	15.6 inch FHD 120Hz	None	33989000
Laptop HP 250 G8 (389X8PA) (i3 1005G1/4GB RAM/256GB SSD/15.6 HD/Win10/Xám)	Intel core i3 1005G1	4GB (còn trống 1 khe ram)	Onboard	256GB SSD (có thể lắp thêm ổ 2.5)	15.6 inch HD	14499000	13999000
Laptop Lenovo Yoga Slim 7 Pro 14ACH5 (82N5001JVN) (R7 5800H/16GB RAM/1TB SSD/14 OLED/Win/Bạc)	AMD R7 5800H	16GB 3200Mhz	Onboard	1TB SSD	14.0 inch 2K (2880x1800) OLED 400N HDR,IPS	29999000	29499000
Laptop Lenovo IdeaPad Slim 5 Pro 16ACH6 (82L50095VN) (R5 5600U/8GB RAM/512GB SSD/16 WQXGA 120Hz/GTX 1650 4GB/Win10/Xám)	AMD R5 5600U	8GB	NVIDIA GTX 1650 4GB	512GB SSD	16 inch WQXGA 120Hz	24999000	24499000
Laptop Lenovo IdeaPad Slim 5 Pro 16ACH6 (82L50082VN) (R7 5800U/16GB RAM/512GB SSD/16 WQXGA 120Hz/GTX 1650 4GB/Win10/Xám)	AMD R7 5800U	16GB	NVIDIA GTX 1650 4GB	512GB SSD	16 inch WQXGA 120Hz	27999000	27499000
Laptop Lenovo IdeaPad Slim 5 Pro 14ACN4 (82L7007YVN) (R7 5800U/16GB RAM/512GB SSD/14 2.2K/MX450 2GB/Win10/Xám)	AMD R7 5800U	16GB	Nvidia MX450 2GB	512GB SSD	14 inch 2k	24799000	24499000
Laptop Lenovo IdeaPad Slim 5 Pro 14ACN4 (82L7007XVN) (R5 5600U/16GB RAM/512GB SSD/14 2.2K/MX450 2GB/Win10/Xám)	AMD R5 5600U	16GB	Nvidia MX450 2GB	512GB SSD	14 inch 2k	22799000	22999000
Laptop HP ProBook 445 G8 (3G0R5PA) (R5 5600U/8GB RAM/512GB SSD /14 FHD/FP/Win/Bạc)	AMD R5 5600U	8GB	Onboard	512GB SSD	"14"""" FHD"	21499000	20999000
Laptop HP Zbook Firefly 14 G8 (275W0AV) (i7 1165G7/16GB RAM/512GB SSD/14 FHD/Nvidia T500 4GB/Win10 Pro/Bạc)	Intel Core i7 1165G7	16GB	Onboard	512GB SSD	Nvidia T500 4GB	39999000	38999000
Laptop HP Zbook Firefly 14 G8 (1A2F1AV) (i5 1135G7/16GB RAM/512GB SSD/14 FHD/Win10 Pro/Bạc)	Intel Core i5 1135G7	16GB	Onboard	512GB SSD	14 inch FHD	34999000	34799000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-57MX (NH.QD9SV.002) (i5 11400H/8GB Ram/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win 10/Đen) (2021)	Intel core i5 11400H	8GB	NVIDIA GTX1650 4G	512GB SSD	15.6 inch FHD 144Hz	27499000	26999000
Laptop Acer Gaming Nitro 5 Eagle AN515-57-54MV (NH.QENSV.003) (i5 11400H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11 mới nhất/Đen) (2021)	Intel core i5 11400H	8GB	NVIDIA RTX3050 4G	512GB SSD	15.6 inch FHD 144Hz	26499000	24999000
"Laptop HP Envy 13-ba1537TU (4U6P0PA) (i5 1135G7/8GB RAM/256GB SSD/13.3""FHD/FP/Win10/Vàng)"	Intel Core i5 1135G7	8GB	Onboard	256GB SSD	13.3 inch FHD	23199000	22999000
"Laptop HP Envy 13-ba1534TU (4U6M3PA) (i7 1165G7/16GB RAM/1TB SSD/13.3""FHD/FP/Win10/Vàng)"	Intel Core i7 1165G7	16GB	Onboard	1TB SSD	13.3 inch FHD	33499000	33299000
Laptop Lenovo Thinkpad X1 Gen 9 (20XW009UVN) (i7 1165G7/8GB RAM/512GB SSD/14 WUXGA/Win Pro/Đen)	Intel Core i7 1165G7	16GB	Onboard	512GB SSD	14 inch WUXGA	49199000	48799000
Laptop Lenovo Thinkpad X1 Gen 9 (20XW009VVN) (i7 1165G7/16GB RAM/512GB SSD/14 WUXGA/Win Pro/Đen)	Intel Core i7 1165G7	16GB	Onboard	512GB SSD	14 inch WUXGA	50999000	50899000
Laptop HP 240 G8 (3D0A4PA) (i5 1135G7/4GB RAM/512GB SSD/14 FHD/Win/Bạc)	Intel Core i5 1135G7	4GB (còn 1 khe trống)	Onboard	512GB SSD (có slot gắn ổ 2.5)	14.0 inch FHD	18999000	18499000
Laptop Dell Alienware Gaming M15 R6 (P109F001ABL) (i7 11800H/32GB RAM/1TB SSD/RTX3060 6G/156 inch FHD 240Hz/Win10+Office/Xám đậm) (2021)	Intel Core i7 11800H	32GB	NVIDIA RTX3060 6G	1TB SSD	15.6 inch FHD 240Hz	None	62999000
Laptop Asus VivoBook A515EP-BQ630T (i7 1165G7/8GB RAM/512GB SSD/15.6 FHD/MX330 2GB/Win10/Bạc)	Intel Core i7 1165G7	8GB (trống 1 khe ram)	Nvidia MX330 2GB	512GB SSD (có thể lắp thêm ổ 2.5)	15.6 inch FHD	23599000	23499000
Laptop HP Pavilion 14-dv0520TU (46L92PA) (i3 1125G4/4GB RAM/256GB SSD/14 FHD/Win10/Bạc)	Intel Core i3 1125G4	4GB RAM	Onboard	256GB SSD	"14"" FHD"	15999000	15499000
Laptop HP 14s-dq2545TU (46M23PA) (i5 1135G7/8GB RAM/256GB SSD/14 HD/Win10/Bạc)	Intel core i5 1135G7	8GB	Onboard	256GB SSD	14 inch HD	19499000	18999000
Laptop HP 340s G7 (224L1PA) (i3 1005G1/4GB RAM/512GB SSD/14 FHD/Win/Xám)	Intel Core i3 1005G1	4GB (2 khe ram)	Onboard	512GB SSD (nâng cấp thay thế)	14 inch FHD	14999000	14199000
Laptop Dell Latitude 7420 (70251597) (i7 1185G7 16GB RAM/256GB SSD/14.0 inch FHD/Ubuntu/Xám/Vỏ nhôm) (2021)	Intel Core i7 1185G7	16GB onboard	Onboard	256GB SSD (hỗ trợ nâng cấp thay thế tối đa 2TB)	14.0 inch FHD	42489000	40499000
Laptop Dell Latitude 9420 (70261781) (i5 1145G7 16GB RAM/512GB SSD/14.0 inch FHD+/Win 10 Pro/Xám/Vỏ nhôm) (2021)	Intel Core i5 1145G7	16GB	Onboard	512GB SSD	14 inch FHD	None	54989000
Laptop Dell Latitude 9420 (70261782) (i7 1185G7 16GB RAM/512GB SSD/14.0 inch FHD+/Win 10 Pro/Xám/Vỏ nhôm) (2021)	Intel Core i7 1185G7	16GB	Onboard	512GB SSD	14 inch FHD	None	60989000
Laptop Asus Gaming TUF FX516PC-HN002T (i5 11300H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win10/Xám)	Intel Core i5 11300H	8GB	NVIDIA RTX 3050 4GB	512GB SSD	15.6 inch FHD 144hz	25999000	25199000
Laptop Acer Gaming Nitro 5 AN515-57-56S5 (NH.QEKSV.001) (i5 11400H/8GB Ram/512GB SSD/GTX1650 4G/15.6 inch FHD 144Hz/Win 11/Đen) (2021)	Intel core i5 11400H	8GB	NVIDIA GTX1650 4G	512GB SSD	15.6 inch FHD 144Hz	24999000	22999000
